engine,distance_m,round,bob_received,eve_received,secure_round,key_secure_after_round,cumulative_bob_rx,cumulative_secure_rounds,cumulative_equivocation
ns3,45.0,1,1,1,0,0,1,0,0.000000
ns3,45.0,2,1,1,0,0,2,0,0.000000
ns3,45.0,3,1,1,0,0,3,0,0.000000
ns3,45.0,4,1,1,0,0,4,0,0.000000
ns3,45.0,5,1,1,0,0,5,0,0.000000
ns3,45.0,6,1,1,0,0,6,0,0.000000
ns3,45.0,7,1,1,0,0,7,0,0.000000
ns3,45.0,8,1,1,0,0,8,0,0.000000
ns3,45.0,9,1,1,0,0,9,0,0.000000
ns3,45.0,10,1,1,0,0,10,0,0.000000
ns3,45.0,11,1,1,0,0,11,0,0.000000
ns3,45.0,12,1,1,0,0,12,0,0.000000
ns3,45.0,13,1,1,0,0,13,0,0.000000
ns3,45.0,14,1,1,0,0,14,0,0.000000
ns3,45.0,15,1,1,0,0,15,0,0.000000
ns3,45.0,16,1,1,0,0,16,0,0.000000
ns3,45.0,17,1,1,0,0,17,0,0.000000
ns3,45.0,18,1,1,0,0,18,0,0.000000
ns3,45.0,19,1,1,0,0,19,0,0.000000
ns3,45.0,20,1,1,0,0,20,0,0.000000
ns3,45.0,21,1,1,0,0,21,0,0.000000
ns3,45.0,22,1,1,0,0,22,0,0.000000
ns3,45.0,23,1,1,0,0,23,0,0.000000
ns3,45.0,24,1,1,0,0,24,0,0.000000
ns3,45.0,25,1,1,0,0,25,0,0.000000
ns3,45.0,26,1,1,0,0,26,0,0.000000
ns3,45.0,27,1,1,0,0,27,0,0.000000
ns3,45.0,28,1,1,0,0,28,0,0.000000
ns3,45.0,29,1,1,0,0,29,0,0.000000
ns3,45.0,30,1,1,0,0,30,0,0.000000
ns3,45.0,31,1,1,0,0,31,0,0.000000
ns3,45.0,32,1,1,0,0,32,0,0.000000
ns3,45.0,33,1,1,0,0,33,0,0.000000
ns3,45.0,34,1,1,0,0,34,0,0.000000
ns3,45.0,35,1,1,0,0,35,0,0.000000
ns3,45.0,36,1,1,0,0,36,0,0.000000
ns3,45.0,37,1,1,0,0,37,0,0.000000
ns3,45.0,38,1,1,0,0,38,0,0.000000
ns3,45.0,39,1,1,0,0,39,0,0.000000
ns3,45.0,40,1,1,0,0,40,0,0.000000
ns3,45.0,41,1,1,0,0,41,0,0.000000
ns3,45.0,42,1,1,0,0,42,0,0.000000
ns3,45.0,43,1,1,0,0,43,0,0.000000
ns3,45.0,44,1,1,0,0,44,0,0.000000
ns3,45.0,45,1,1,0,0,45,0,0.000000
ns3,45.0,46,1,1,0,0,46,0,0.000000
ns3,45.0,47,1,1,0,0,47,0,0.000000
ns3,45.0,48,1,1,0,0,48,0,0.000000
ns3,45.0,49,1,1,0,0,49,0,0.000000
ns3,45.0,50,1,1,0,0,50,0,0.000000
ns3,45.0,51,1,1,0,0,51,0,0.000000
ns3,45.0,52,1,1,0,0,52,0,0.000000
ns3,45.0,53,1,1,0,0,53,0,0.000000
ns3,45.0,54,1,1,0,0,54,0,0.000000
ns3,45.0,55,1,1,0,0,55,0,0.000000
ns3,45.0,56,1,1,0,0,56,0,0.000000
ns3,45.0,57,1,1,0,0,57,0,0.000000
ns3,45.0,58,1,1,0,0,58,0,0.000000
ns3,45.0,59,1,1,0,0,59,0,0.000000
ns3,45.0,60,1,1,0,0,60,0,0.000000
ns3,45.0,61,1,1,0,0,61,0,0.000000
ns3,45.0,62,1,1,0,0,62,0,0.000000
ns3,45.0,63,1,1,0,0,63,0,0.000000
ns3,45.0,64,1,1,0,0,64,0,0.000000
ns3,45.0,65,1,1,0,0,65,0,0.000000
ns3,45.0,66,1,1,0,0,66,0,0.000000
ns3,45.0,67,1,1,0,0,67,0,0.000000
ns3,45.0,68,1,1,0,0,68,0,0.000000
ns3,45.0,69,1,1,0,0,69,0,0.000000
ns3,45.0,70,1,1,0,0,70,0,0.000000
ns3,45.0,71,1,1,0,0,71,0,0.000000
ns3,45.0,72,1,1,0,0,72,0,0.000000
ns3,45.0,73,1,1,0,0,73,0,0.000000
ns3,45.0,74,1,1,0,0,74,0,0.000000
