engine,distance_m,round,bob_received,eve_received,secure_round,key_secure_after_round,cumulative_bob_rx,cumulative_secure_rounds,cumulative_equivocation
ns3,15.0,1,1,1,0,0,1,0,0.000000
ns3,15.0,2,1,1,0,0,2,0,0.000000
ns3,15.0,3,1,1,0,0,3,0,0.000000
ns3,15.0,4,1,1,0,0,4,0,0.000000
ns3,15.0,5,1,1,0,0,5,0,0.000000
ns3,15.0,6,0,1,0,0,5,0,0.000000
ns3,15.0,7,1,1,0,0,6,0,0.000000
ns3,15.0,8,1,1,0,0,7,0,0.000000
ns3,15.0,9,1,0,1,1,8,1,0.656391
ns3,15.0,10,1,1,0,1,9,1,0.653561
ns3,15.0,11,1,1,0,1,10,1,0.651322
ns3,15.0,12,1,1,0,1,11,1,0.649506
ns3,15.0,13,1,1,0,1,12,1,0.648004
ns3,15.0,14,1,1,0,1,13,1,0.646742
ns3,15.0,15,1,1,0,1,14,1,0.645665
ns3,15.0,16,1,1,0,1,15,1,0.644736
ns3,15.0,17,1,1,0,1,16,1,0.643926
ns3,15.0,18,1,1,0,1,17,1,0.643214
ns3,15.0,19,1,1,0,1,18,1,0.642583
ns3,15.0,20,1,1,0,1,19,1,0.642020
ns3,15.0,21,1,1,0,1,20,1,0.641514
ns3,15.0,22,1,1,0,1,21,1,0.641058
ns3,15.0,23,1,1,0,1,22,1,0.640643
ns3,15.0,24,1,1,0,1,23,1,0.640266
ns3,15.0,25,1,1,0,1,24,1,0.639921
ns3,15.0,26,1,1,0,1,25,1,0.639603
ns3,15.0,27,1,1,0,1,26,1,0.639311
ns3,15.0,28,1,1,0,1,27,1,0.639040
ns3,15.0,29,1,1,0,1,28,1,0.638789
ns3,15.0,30,1,1,0,1,29,1,0.638556
ns3,15.0,31,1,1,0,1,30,1,0.638338
ns3,15.0,32,1,1,0,1,31,1,0.638135
ns3,15.0,33,1,1,0,1,32,1,0.637945
ns3,15.0,34,1,1,0,1,33,1,0.637766
ns3,15.0,35,1,1,0,1,34,1,0.637598
ns3,15.0,36,1,1,0,1,35,1,0.637439
ns3,15.0,37,1,1,0,1,36,1,0.637290
ns3,15.0,38,1,1,0,1,37,1,0.637149
ns3,15.0,39,1,1,0,1,38,1,0.637015
ns3,15.0,40,1,0,1,1,39,2,0.871664
ns3,15.0,41,1,1,0,1,40,2,0.871488
ns3,15.0,42,1,1,0,1,41,2,0.871320
ns3,15.0,43,1,1,0,1,42,2,0.871160
ns3,15.0,44,1,1,0,1,43,2,0.871008
ns3,15.0,45,1,1,0,1,44,2,0.870863
ns3,15.0,46,1,1,0,1,45,2,0.870724
ns3,15.0,47,1,1,0,1,46,2,0.870591
ns3,15.0,48,1,1,0,1,47,2,0.870464
ns3,15.0,49,1,1,0,1,48,2,0.870343
ns3,15.0,50,1,1,0,1,49,2,0.870226
ns3,15.0,51,0,1,0,1,49,2,0.870226
ns3,15.0,52,1,1,0,1,50,2,0.870114
ns3,15.0,53,1,1,0,1,51,2,0.870007
ns3,15.0,54,1,1,0,1,52,2,0.869903
ns3,15.0,55,1,1,0,1,53,2,0.869804
ns3,15.0,56,1,1,0,1,54,2,0.869708
ns3,15.0,57,0,1,0,1,54,2,0.869708
ns3,15.0,58,1,0,1,1,55,3,0.954266
ns3,15.0,59,1,1,0,1,56,3,0.954194
ns3,15.0,60,1,1,0,1,57,3,0.954125
ns3,15.0,61,1,1,0,1,58,3,0.954058
ns3,15.0,62,1,1,0,1,59,3,0.953993
ns3,15.0,63,1,1,0,1,60,3,0.953930
ns3,15.0,64,1,1,0,1,61,3,0.953870
ns3,15.0,65,1,1,0,1,62,3,0.953811
ns3,15.0,66,1,1,0,1,63,3,0.953754
ns3,15.0,67,1,1,0,1,64,3,0.953699
ns3,15.0,68,1,1,0,1,65,3,0.953646
ns3,15.0,69,0,1,0,1,65,3,0.953646
ns3,15.0,70,1,0,1,1,66,4,0.983858
ns3,15.0,71,1,1,0,1,67,4,0.983826
ns3,15.0,72,1,1,0,1,68,4,0.983796
ns3,15.0,73,1,1,0,1,69,4,0.983766
ns3,15.0,74,1,1,0,1,70,4,0.983737
ns3,15.0,75,1,1,0,1,71,4,0.983708
ns3,15.0,76,1,1,0,1,72,4,0.983681
ns3,15.0,77,1,1,0,1,73,4,0.983654
ns3,15.0,78,1,1,0,1,74,4,0.983628
ns3,15.0,79,1,1,0,1,75,4,0.983602
ns3,15.0,80,1,1,0,1,76,4,0.983578
ns3,15.0,81,1,1,0,1,77,4,0.983553
ns3,15.0,82,1,1,0,1,78,4,0.983530
ns3,15.0,83,1,1,0,1,79,4,0.983507
ns3,15.0,84,1,1,0,1,80,4,0.983485
ns3,15.0,85,1,1,0,1,81,4,0.983463
ns3,15.0,86,1,1,0,1,82,4,0.983441
ns3,15.0,87,1,1,0,1,83,4,0.983421
ns3,15.0,88,1,1,0,1,84,4,0.983400
ns3,15.0,89,1,1,0,1,85,4,0.983381
ns3,15.0,90,1,1,0,1,86,4,0.983361
ns3,15.0,91,1,1,0,1,87,4,0.983342
ns3,15.0,92,1,1,0,1,88,4,0.983324
ns3,15.0,93,1,1,0,1,89,4,0.983305
ns3,15.0,94,1,1,0,1,90,4,0.983288
ns3,15.0,95,1,0,1,1,91,5,0.994158
ns3,15.0,96,1,1,0,1,92,5,0.994148
ns3,15.0,97,1,1,0,1,93,5,0.994139
ns3,15.0,98,1,1,0,1,94,5,0.994130
ns3,15.0,99,1,1,0,1,95,5,0.994121
ns3,15.0,100,1,1,0,1,96,5,0.994112
ns3,15.0,101,1,1,0,1,97,5,0.994104
ns3,15.0,102,1,1,0,1,98,5,0.994096
ns3,15.0,103,1,1,0,1,99,5,0.994087
ns3,15.0,104,1,1,0,1,100,5,0.994079
ns3,15.0,105,1,1,0,1,101,5,0.994072
ns3,15.0,106,1,1,0,1,102,5,0.994064
ns3,15.0,107,1,1,0,1,103,5,0.994056
ns3,15.0,108,1,1,0,1,104,5,0.994049
ns3,15.0,109,0,1,0,1,104,5,0.994049
ns3,15.0,110,1,1,0,1,105,5,0.994042
ns3,15.0,111,1,1,0,1,106,5,0.994035
ns3,15.0,112,1,1,0,1,107,5,0.994028
ns3,15.0,113,1,1,0,1,108,5,0.994021
ns3,15.0,114,1,1,0,1,109,5,0.994014
ns3,15.0,115,1,1,0,1,110,5,0.994007
ns3,15.0,116,1,1,0,1,111,5,0.994001
ns3,15.0,117,1,1,0,1,112,5,0.993994
ns3,15.0,118,1,1,0,1,113,5,0.993988
ns3,15.0,119,1,1,0,1,114,5,0.993982
ns3,15.0,120,1,1,0,1,115,5,0.993976
ns3,15.0,121,1,1,0,1,116,5,0.993970
ns3,15.0,122,1,0,1,1,117,6,0.997886
ns3,15.0,123,1,1,0,1,118,6,0.997883
ns3,15.0,124,1,1,0,1,119,6,0.997880
ns3,15.0,125,1,1,0,1,120,6,0.997878
ns3,15.0,126,1,1,0,1,121,6,0.997875
ns3,15.0,127,1,1,0,1,122,6,0.997872
ns3,15.0,128,1,1,0,1,123,6,0.997869
ns3,15.0,129,1,1,0,1,124,6,0.997867
ns3,15.0,130,1,1,0,1,125,6,0.997864
ns3,15.0,131,0,1,0,1,125,6,0.997864
ns3,15.0,132,1,1,0,1,126,6,0.997861
ns3,15.0,133,1,1,0,1,127,6,0.997859
ns3,15.0,134,1,1,0,1,128,6,0.997856
ns3,15.0,135,1,1,0,1,129,6,0.997854
ns3,15.0,136,1,1,0,1,130,6,0.997851
ns3,15.0,137,1,1,0,1,131,6,0.997849
ns3,15.0,138,1,1,0,1,132,6,0.997846
ns3,15.0,139,1,1,0,1,133,6,0.997844
ns3,15.0,140,1,1,0,1,134,6,0.997842
ns3,15.0,141,1,1,0,1,135,6,0.997840
ns3,15.0,142,1,1,0,1,136,6,0.997837
ns3,15.0,143,1,1,0,1,137,6,0.997835
ns3,15.0,144,1,1,0,1,138,6,0.997833
ns3,15.0,145,1,1,0,1,139,6,0.997831
ns3,15.0,146,1,1,0,1,140,6,0.997829
ns3,15.0,147,1,1,0,1,141,6,0.997826
ns3,15.0,148,1,1,0,1,142,6,0.997824
ns3,15.0,149,1,1,0,1,143,6,0.997822
ns3,15.0,150,1,1,0,1,144,6,0.997820
ns3,15.0,151,1,1,0,1,145,6,0.997818
ns3,15.0,152,1,1,0,1,146,6,0.997816
ns3,15.0,153,1,1,0,1,147,6,0.997814
ns3,15.0,154,1,1,0,1,148,6,0.997813
ns3,15.0,155,1,1,0,1,149,6,0.997811
ns3,15.0,156,1,1,0,1,150,6,0.997809
ns3,15.0,157,1,1,0,1,151,6,0.997807
ns3,15.0,158,1,1,0,1,152,6,0.997805
ns3,15.0,159,1,1,0,1,153,6,0.997803
ns3,15.0,160,1,1,0,1,154,6,0.997802
ns3,15.0,161,1,1,0,1,155,6,0.997800
ns3,15.0,162,1,1,0,1,156,6,0.997798
ns3,15.0,163,1,1,0,1,157,6,0.997796
ns3,15.0,164,1,1,0,1,158,6,0.997795
ns3,15.0,165,1,1,0,1,159,6,0.997793
ns3,15.0,166,1,1,0,1,160,6,0.997791
ns3,15.0,167,1,1,0,1,161,6,0.997790
ns3,15.0,168,1,0,1,1,162,7,0.999220
ns3,15.0,169,1,1,0,1,163,7,0.999219
ns3,15.0,170,1,1,0,1,164,7,0.999218
ns3,15.0,171,1,1,0,1,165,7,0.999217
ns3,15.0,172,1,1,0,1,166,7,0.999217
ns3,15.0,173,1,1,0,1,167,7,0.999216
ns3,15.0,174,1,1,0,1,168,7,0.999215
ns3,15.0,175,1,1,0,1,169,7,0.999214
ns3,15.0,176,1,1,0,1,170,7,0.999214
ns3,15.0,177,1,1,0,1,171,7,0.999213
ns3,15.0,178,1,1,0,1,172,7,0.999212
ns3,15.0,179,1,1,0,1,173,7,0.999212
ns3,15.0,180,1,1,0,1,174,7,0.999211
ns3,15.0,181,1,1,0,1,175,7,0.999210
ns3,15.0,182,1,1,0,1,176,7,0.999210
ns3,15.0,183,1,1,0,1,177,7,0.999209
